"V1"
0.010893076
0.010906087
0.011067812
0.010993218
0.010883928
0.01101821
0.010939416
0.01071629
0.010865022
0.010838354
0.011049243
0.01132332
0.01170706
0.012044997
0.012275166
0.012774647
0.013201647
0.013410268
0.013442249
0.013600439
0.014194003
0.014571838
0.015148537
0.015553433
0.016303046
0.017022026
0.017964844
0.01827624
0.017944434
0.017465445
0.016940417
0.016678513
0.016309879
0.016280104
0.012720344
0.015700909
0.014708626
0.014336886
0.013861942
0.013646806
0.013738621
0.013994493
0.013612593
0.013229182
0.013898642
0.014359135
0.014344904
0.015230785
0.016095564
0.017005599
0.018212998
0.019894941
0.019647169
0.018568165
0.011544724
0.012316532
0.014894414
0.014310982
0.014579127
0.014017654
0.012576887
0.0107901
0.011316669
0.011380439
0.011126115
0.010328678
0.0094644
0.009124868
0.008498512
0.007788443
0.006935035
0.006336378
0.005689477
0.005025884
0.004415437
0.003668995
0.00293591
0.002392614
0.001849126
0.001445569
0.001196512
0.00074646
0.00058427
0.000431501
0.000315369
0.000203983
0.000144487
9.3254e-05
5.58431e-05
2.94932e-05
1.66281e-05
9.26617e-06
4.78342e-06
2.66961e-06
1.00224e-06
